1	15.9808379	0.004655873	0.249698559	0.019793593	0.25694585	0.647911891	-0.62141986	0.173142523	0.00248618	0.136362023	18.46959463	48.8	44	93.8425	81.69	47.55	127.76	0.98	3.25	26.738
1	16.02402264	0.004411555	0.196352222	0.021234435	0.203010963	0.63295149	-0.607048594	0.171029769	0.020728981	0.03247502	18.38286407	52.501	44	99.1887	81.69	54.7	128.15	1	2.75	31.4184
1	16.17229004	0.004675471	0.185822764	0.023853938	0.192540505	0.634878217	-0.592844176	0.185369881	0.037873351	0.066210708	18.52800629	55.772	38	93.8118	81.69	54.7	127.8066667	1.03	2.5	26.0667
1	16.28990119	0.004076479	0.141508375	0.020871216	0.148630903	0.613351767	-0.603276002	0.173751283	0.044923089	0.094437778	18.68301412	55.831	29	92.1839	81.69	34.2	127.6566667	1.61	2	28.4026
1	16.37577202	0.003749831	0.116556955	0.020333663	0.12441216	0.570509264	-0.543665245	0.176391949	0.008908044	0.112022144	18.68612146	57.893	26	93.649	81.69	27.1	127.2333333	2.16	2	29.3973
1	16.44547914	0.004174334	0.088546141	0.022337681	0.099204238	0.580742571	-0.48586789	0.178355269	0.017140213	0.041468165	18.58851642	59.322	22	100.815	81.69	23.8	125.82	2.63	2	31.9023
1	16.65509556	0.004150793	0.129180319	0.020318155	0.145445195	0.604498131	-0.45875329	0.162664244	0.026822528	0.074272196	18.73962436	60.248	22	101.3553	81.69	24	124.4533333	3.04	2	35.3922
1	16.78408292	0.004629921	0.137670725	0.019277399	0.153405722	0.63246289	-0.412498456	0.125593985	0.029230257	0.10905355	18.88990256	61.072	20	105.4813	81.69	24	124.5166667	3.62	2	41.616
1	16.91136636	0.005846435	0.127224922	0.019624178	0.143490181	0.600386713	-0.350390405	0.122992998	0.00929817	0.148702315	18.89881956	63.671	18	109.95	81.69	24	125.2066667	4.16	2	44.1251
1	17.01419159	0.006492595	0.120907396	0.017643527	0.13805578	0.615702297	-0.368554488	0.121280438	0.017404545	0.040935654	18.76457227	64.524	15.5	111.2981	81.69	16.3	125.11	4.59	2	47.6745
1	17.1386088	0.006548393	0.126926594	0.014727784	0.145644709	0.634046343	-0.366452026	0.121615186	0.023281373	0.071327019	18.90231565	65.484	14.25	100.789	81.69	15.14	124.6966667	4.99	2	51.6391
1	17.12378245	0.006862845	0.119582177	0.01355055	0.13698977	0.634090124	-0.367231712	0.110650029	0.027456464	0.101099603	19.03598447	65.83	14.25	97.9193	16.18	15.53	124.6166667	5.25	2	61.5035
1	17.15967685	0.00681791	0.354474959	0.013068552	0.433793303	0.597170584	-0.297123616	0.117848736	0.009593246	0.125133057	19.04000194	68.327	13.5	102.2041	14.53	14.35	125.5166667	5.24	2	56.96
1	17.24255192	0.007747706	0.389194718	0.012853734	0.450043269	0.59405881	-0.238074135	0.12336437	0.016452834	0.034463441	18.89775924	69.419	13.5	105.2316	14.16	13.6	126.5066667	5.26	2.25	61.8184
1	17.32288279	0.008069249	0.392884628	0.011975783	0.448615429	0.602000591	-0.221002058	0.143221338	0.022010954	0.064113686	19.07862228	71.496	17.25	109.547	21.03	18.1	127.0666667	5.25	2.5	69.5929
1	17.32111405	0.008981246	0.381254718	0.01233864	0.429507415	0.607320412	-0.234197093	0.145262086	0.027939927	0.10312138	19.19558958	72.807	17.5	110.9712	22.78	19.25	128.1166667	4.94	2.75	69.6218
1	17.42685495	0.010363963	0.366927567	0.012737699	0.407429644	0.601780389	-0.171470958	0.157367279	0.007066998	0.138688788	19.1998715	74.948	17.5	118.183	22.4	19.65	129.1466667	4.24	3	59.7292
1	17.51754244	0.010778996	0.361956317	0.011473444	0.405957684	0.606446386	-0.158612765	0.155426609	0.017886368	0.038134085	19.06039238	76.581	17.5	115.2618	21.58	19.7	129.2966667	2.61	3.5	57.7705
1	17.61434646	0.011231087	0.278239004	0.010864759	0.366616504	0.587350463	-0.166168904	0.13736281	0.024456908	0.072891827	19.17476165	78.293	17.5	108.961	19.45	18.16	127.82	2	3.75	68.68
1	17.62384465	0.013726206	0.291198613	0.01116584	0.383126842	0.587402076	-0.148063826	0.132873744	0.029239811	0.113468553	19.28508569	78.005	17.25	116.6682	18.67	17.65	124.6266667	1.81	4	74.9127
